ID;Date;Région;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard à l'arrivée;Commentaires
TER_18;2015-03;Poitou Charentes;3449;3426;23;272;92.1;11.6;Régularité principalement impactée par des limitations temporaires de vitesse pour travaux ou pour défaut de géométrie de la voie.
TER_19;2015-03;Provence Alpes Côte d'Azur;15324;14907;417;2413;83.8;5.2;
TER_4;2015-04;Basse Normandie;3223;3205;18;120;96.3;25.7;De bon résultats encore pour ce mois d'avril, dans la ligné de ce début d'année avec toujours des conséquences de retards Intercités (Espacements et correspondances) et des dérangements de l'infrastructure (dérangement de compteur d'essieux entre Lison et St Lô le 15).
TER_11;2015-04;Languedoc Roussillon;4479;4408;71;417;90.5;9.6;
TER_17;2015-04;Picardie;10926;10719;207;994;90.7;9.8;Toujours la présence de la LTV entre Corcy et Villers-Cotterêts, mais également de nombreuses causes extérieures.
TER_19;2015-04;Provence Alpes Côte d'Azur;14966;14550;416;2640;81.9;4.5;
TER_1;2015-05;Alsace;17576;17422;154;432;97.5;39.3;
TER_4;2015-05;Basse Normandie;3065;3057;8;94;96.9;31.5;"C’est le meilleur mois de ces 3 dernières années avec des résultats supérieurs encore à avril 2015.
Seulement 8 suppressions ce mois ci dont 6 sont dues à des difficultés de matériel et 2 à une absence de conducteur."
TER_10;2015-05;Haute Normandie;5363;5345;18;154;97.1;33.7;
TER_7;2015-06;Centre;9080;8984;96;812;91.0;10.1;"Résultat en dessous de l'objectif :
 Les évènements marquants sur les lignes Centre, LTV 40 à St Cyr en Val suite à Fontis, fortes chaleurs avec mise en place de limitations de vitesse sur plusieurs jours pour préserver les installations, ralentissements sur l'axe Château-du-Loir.
Sur les lignes Euréliennes, la LTV 40 à St Cyr en Val impacte l'arrivée des trains en zone parisienne, retards également suite aux fortes chaleurs sur 3 journées, nombreux retards suite aux problèmes d'interdépendance (ex : pannes Transilien)."
TER_9;2015-06;Franche Comté;5669;5622;47;457;91.9;11.3;
TER_15;2015-06;Nord Pas de Calais;19499;19125;374;1693;91.1;10.3;
TER_19;2015-06;Provence Alpes Côte d'Azur;15062;14554;508;2477;83.0;4.9;
TER_2;2015-07;Aquitaine;8373;7990;383;1186;85.2;5.7;"""Des travaux en gare de Bordeaux et dans sa périphérie mettent en difficulté la circulation des trains. 
Les fortes chaleurs de juillet et des incendies en bordures des voies ont impactées fortement la régularité, des restrictions de vitesse des trains ont été mise en place pour préserver les installations (voie et caténaire)."""
TER_11;2015-07;Languedoc Roussillon;5130;5051;79;839;83.4;5.0;
TER_13;2015-07;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_18;2015-07;Poitou Charentes;3594;3537;57;321;90.9;10.0;"Le mois de juillet est ""traditionnellement"" faible. Les fortes chaleurs, divers incidents et autres heurts (véhicules ou personnes) ont encore plus péjoré les résultats."
TER_19;2015-07;Provence Alpes Côte d'Azur;15718;15118;600;3141;79.2;3.8;
TER_4;2015-08;Basse Normandie;3672;3640;32;190;94.8;18.2;"Un mois d’aout à l’image de juillet avec des difficultés matériel, des difficultés de circulation et des retards pour causes externe (un vol de cable provoque de nombreux dérangement d'installatiopn en début de mois).
Les suppressions sont en majorité à des absences  de conducteurs mais aussi à des obstacles sur la voie (intempéries du 24 aout dans le Sud-Manche)"
TER_9;2015-08;Franche Comté;5375;5333;42;341;93.6;14.6;
TER_10;2015-08;Haute Normandie;5881;5828;53;223;96.2;25.1;
TER_12;2015-08;Limousin;4113;4070;43;392;90.4;9.4;"De manière générale, les principaux retards en aout sont liés :
• Aux défaillances de l’infrastructure pour 4,8 points (en légère baisse par rapport au mois précédent à 5 points) suite en particulier à la mise en place de LTV pour défaut de géométrie de la voie sur la ligne 2, des  dérangements de block et d’intervalle (compteur d’essieux) sur les lignes 2, 4, 5, 8 et 10. A noter aussi quelques dérangements de signalisation et PN .
• Aux causes externes pour quasi 1,9 points  avec comme faits marquants   des chocs avec arbres suite intempéries et des divagations de bestiaux.
• Aux défaillances du matériel roulant (1 point), en légère baisse par rapport au mois précédent avec quelques demandes de secours en ligne, des défaillances de portes, Grog, freins…
•  Aux correspondances et prises en charge clientèle (0,70 point), avec l’effet groupe et PSH lié aux vacances scolaires.
• A des causes liées aux conducteurs et ASCT pour 0,5 point.
Suppressions :
• 13  pour défauts ou défaillances de matériel.
• 19  pour absences et/ou défaut de conducteurs. 
• 3  suite à erreur de commande
• 16  pour l’externe suite d’un accident de personne et intempérie
• 2  suite à absence d’agent circulation sur ligne 5"
TER_16;2015-08;Pays de la Loire;10550;10417;133;800;92.3;12.0;
TER_17;2015-08;Picardie;9810;9575;235;716;92.5;12.4;Un mois en amélioration malgré de nombreuses causes extérieures et Infra. Encore un nombre conséquent de suppressions.
TER_7;2015-09;Centre;8935;8810;125;646;92.7;12.6;"Un résultat au dessus de l'objectif conventionnel mais inférieur à notre objectif mensuel. La majorité des incidents se porte sur  le réseau que ce soit en dérangements d'installations (signalisation; zones) et par des phénomènes d'intempéries (vents forts le 16/9 ayant entraîné son lot de branches et arbres sur la voie, pratiquement sur l'ensemble de notre périmètre) mais également des affaissements de voie dus à des fontis sur deux zones (St Cyr en val problème déjà rencontré en juin dernier) et sur Joué les tours. Autre fait à noter : la forte prégnance de l'interdépendance : Transilien sur PCLM  (suite LTV sur zone de Dreux  impactant les TER à St Cyr) Tours Poitiers (impact TGV) et Les Aubrais Vierzon (impact PALITO) cette cause représente environ 16% de nos retards."
TER_12;2015-09;Limousin;4230;4196;34;357;91.5;10.8;"De manière générale, les principaux retards en septembre sont liés :
• Aux défaillances de l’infrastructure pour 2,98 points (en baisse par rapport au mois précédent de plus de 1,5 points) suite  en particulier à la mise en place de LTV pour défaut de géométrie de la voie et fontis sur la ligne 2, et des dérangements  de compteurs d’essieux sur la zone  Beynac / Nexon.  A noter aussi quelques dérangements de signalisation et PN.
• Aux causes externes pour quasi 1,5 points  avec comme faits marquants  en particulier  des chocs avec arbres suite intempéries, des divagations de bestiaux et une collision avec véhicule routier sur Mussidan.
• Aux défaillances du matériel roulant (quai 1,5 points), en hausse d’un demi-point par rapport au mois précédent avec des avaries de portes, d’isolement de moteurs… et des difficultés de gestion des rames au dépôt entrainant des sorties tardives.
•  Aux correspondances et prises en charge clientèle (0,5 point), 
• A des causes liées aux conducteurs et ASCT pour quasi 0,5 point.
Suppressions :
•  pour défauts ou défaillances de matériel.
•  pour absences et/ou défaut de conducteurs. 
• suite à des dérangements d’installations (compteur d’essieux, dérangement du système d’exploitation Mistral,…)
• pour l’externe suite intempérie et acte de malveillance
• suppression suite à secours d’un train Fret"
TER_16;2015-09;Pays de la Loire;11631;11456;175;817;92.9;13.0;
TER_18;2015-09;Poitou Charentes;3458;3429;29;275;92.0;11.5;Un mois médiocre, toujours impacté par les mauvais résultats de l'axe Poitiers-La Rochelle et Niort-Saintes.
TER_6;2015-10;Bretagne;8185;8098;87;473;94.2;16.1;
TER_7;2015-10;Centre;9024;8941;83;867;90.3;9.3;"Un mauvais mois en ponctualité marqué par une part Réseau toujours assez haute avec deux causes majeures impactantes : les conséquences des travaux (ralentissements essentiellement et quelques restitutions tardives) ; des dérangements d'installations fixes (signalisation et voie); deux causes externes sont marquantes ce mois -ci : les ""colis supect"" (7 incidents) et les ""intrusion-personne dans les voies"". Enfin une part d'interdépendances avec les autres activités (TN,TGV et IC) très importante et centrée sur quelques lignes TER Centre. La production du transporteur reste quant à elle globalement maîtrisée à l'exception des suppressions dont la cause principale est l'absence d'ADC en corrélation avec la tension actuelle dans ce domaine."
TER_9;2015-10;Franche Comté;5722;5698;24;457;92.0;11.5;
TER_1;2015-11;Alsace;18297;18130;167;1056;94.2;16.2;Nombreux heurts avec gibiers
TER_19;2015-11;Provence Alpes Côte d'Azur;14901;14345;556;2594;81.9;4.5;
TER_7;2015-12;Centre;9324;9196;128;673;92.7;12.7;"Un beau mois de décembre pour Centre, c'est le meilleur mois sur ces trois dernières années.. Les incidents les plus importants en impact production ce mois-ci  sont les conséquences:
 -De la LTV  sur Etampes (retour à une situation quasi normale sur la seconde quinzaine de décembre).
 -Du franchissement de carré le 29/12 à Orléans (aiguille rendue inutilisable) qui a fortement perturbé les lignes Orléans/Vierzon/Bourges/Nevers pendant 2 jours.
 -Du déraillement d'un train de Fret à Reignac avec fermeture de la ligne Tours-Loches durant deux jours.
Malgré quelques retards (correspondances assurées) nous avons pu, pour l'affluence de ces fêtes de fin d'année, transporter tous nos clients sans incident majeur."
TER_8;2015-12;Champagne Ardenne;6359;6287;72;311;95.1;19.2;"pas de faits marquants durant ce mois. Les motifs de retards sont variés : défaillances de matériels et attentes de personnels ; colis suspects dans des trains ; dérangements de signaux et de passages à niveau ; etc…"
TER_10;2015-12;Haute Normandie;5922;5837;85;313;94.6;17.6;
TER_13;2015-12;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_16;2015-12;Pays de la Loire;11889;11730;159;1117;90.5;9.5;
TER_18;2015-12;Poitou Charentes;3601;3515;86;479;86.4;6.3;Mise en place de plusieurs limitations temporaires de vitesse à Beillant depuis le 3/12. L'impact sur les axes Saintes-Bordeaux et Saintes-Angoulême représente 6,2% d'irrégularité sur le mois.
TER_3;2016-01;Auvergne;5610;5515;95;307;94.4;17.0;Problèmes matériel, Conditions météo.
TER_6;2016-01;Bretagne;7824;7747;77;558;92.8;12.9;
TER_9;2016-01;Franche Comté;5730;5658;72;367;93.5;14.4;
TER_14;2016-01;Midi Pyrénées;8390;8293;97;859;89.6;8.7;"1. Intempéries, malveillance et divagation d'animaux (195 circ.)
2. Dérangements d'installations (156 Circ.)
3. ADC TER (130 Circ.)
4. Détresse matériel roulant (114 Circ.)"
TER_20;2016-01;Rhône Alpes;29464;29119;345;3382;88.4;7.6;Des événements  externes, Infrastructure et matériel viennent impacter ce mois de janvier.
TER_2;2016-02;Aquitaine;8056;7844;212;1028;86.9;6.6;"""Les travaux en gare de Bordeaux, mais également sur l'ensemble du territoire Aquitain, mettent en difficulté la circulation des trains. 
De fortes contraintes d'exploitation des matériels X73500 pénalisent également fortement la production, notamment sur les lignes du sud
Incidents du mois : arbres sur voie, incendie en gare de Pons, inondations à La Grave, fontis à Urt, intervention police à libourne et Castillon, 3 detresses de trains Fret"""
TER_5;2016-02;Bourgogne;7568;7489;79;712;90.5;9.5;Résultats issus d'effets conjugués entre : impact travaux contexte RVB Laroche,  Sens impactant BG Nord, suppressions pour cause matériel en legere hausse
TER_13;2016-02;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_16;2016-02;Pays de la Loire;11114;10983;131;736;93.3;13.9;
TER_5;2016-03;Bourgogne;7385;7260;125;567;92.2;11.8;"premier mois à l'objectif > 91% sur un mois marqué par mvt social.
Les travaux ont toujours des impacts sur la ponctulaité à 5'"
TER_16;2016-03;Pays de la Loire;11138;10946;192;806;92.6;12.6;
TER_17;2016-03;Picardie;10246;10013;233;928;90.7;9.8;Limitation de la vitesse toujours en place entre Corcy et Villers-Cotterêts, nombreuses causes extérieures avec notamment des intempéries (tempêtes) et également des dérangements d'installations Infra.
TER_1;2015-02;Alsace;18052;17859;193;637;96.4;27.0;
TER_5;2015-02;Bourgogne;7180;7124;56;483;93.2;13.7;
TER_8;2015-02;Champagne Ardenne;5633;5572;61;226;95.9;23.7;
TER_20;2015-02;Rhône Alpes;27776;26753;1023;3598;86.6;6.4;un mois de février difficile avec  les mêmes items qu'en janvier sur les causes des retards, avec en plus l'item des forts trafics sur les Alpes pendant toutes vacances scolaires des 3 zones, mars commence sous de meilleures auspices
TER_5;2015-03;Bourgogne;7864;7800;64;533;93.2;13.6;
TER_17;2015-03;Picardie;11447;11087;360;1027;90.7;9.8;Toujours la présence de la LTV entre Corcy et Villers-Cotterêts, mais également de nombreuses suppressions suite à des absences d'agent de conduite des trains
TER_20;2015-03;Rhône Alpes;29488;29096;392;2773;90.5;9.5;Les indicateurs se redressent en mars ce qui ce confirme début avril.
TER_8;2015-04;Champagne Ardenne;5644;5538;106;373;93.3;13.8;"1) 10 et 24/04 : mouvement social local à l'ESV CA 
2) 13/04 : voiture accidentée sur les voies entre Bar sur Aube et Chaumont au PK 223
3) 21/04 : heurt d'un transport exceptionnel routier par le train 1646 au passage à niveau n° 41 à Nangis ayant entrainé de fortes perturbations de la circulation pendant plusieurs jours
4) 22/04 : déraillement d'un train de fret à Epernay ayant entrainé de fortes perturbations de la circulation (+ des restrictions résiduelles de circulation pendant plusieurs semaines)"
TER_9;2015-04;Franche Comté;5478;5461;37;370;93.2;13.8;
TER_2;2015-05;Aquitaine;8028;7871;157;893;88.7;7.8;Des travaux en gare de Bordeaux et dans sa périphérie mettent en difficulté la circulation des trains. Interruption partielle de la ligne Périgueux Agen suite à un accident pont rail à Penne d’Agenais le 27 Mai 2015.
TER_5;2015-05;Bourgogne;7407;7360;47;524;92.9;13.0;"Exceptés l’axe Laroche – Paris et le portefeuille des « 17xxx » marqués par des problèmes sur le matériel roulant [*] et la gestion des correspondances, la production est homogène sur tout le territoire.
Le périurbain de l’étoile dijonnaise se porte bien, l’axe Sud revient à l’objectif et sort des travaux à partir du 28/05 pour retrouver la trame horaire nominale."
TER_12;2015-05;Limousin;3824;3793;31;192;94.9;18.8;
TER_14;2015-05;Midi Pyrénées;8122;8009;113;597;92.5;12.4;"1. Externe (199 circ.)
2. Matériel TER (118 Circ.)
3. Dérangements d'installations (103 Circ.)
4. ADC TER (58 Circ.)"
TER_17;2015-05;Picardie;10224;10061;163;814;91.9;11.4;Toujours la présence de la LTV entre Corcy et Villers-Cotterêts jusqu'au 13/05, mais également de nombreuses avaries du matériel et causes extérieures
TER_1;2015-06;Alsace;19640;19391;249;727;96.3;25.7;
TER_3;2015-06;Auvergne;6234;6171;63;307;95.0;19.1;Problème matériel, Derangement d'installation, conditions météo
TER_5;2015-06;Bourgogne;7961;7863;98;667;91.5;10.8;"1er mois en dessous de l’objectif
4 crises majeures impactant plus de 1% de ponctualité (2 incendies en bord de voie, 1 dérangment PAI et 1 incident caténaire).  Outre les 4 crises en période de pointe, l’artère PLM aura été marquée par de nombreux dérangements d’installation et par les problèmes sur le parc matériel roulant."
TER_13;2015-06;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_16;2015-06;Pays de la Loire;11081;10868;213;925;91.5;10.7;
TER_17;2015-06;Picardie;11499;11266;233;1063;90.6;9.6;Un mois marqué essentiellement par des événements extérieurs à l'EF (74%), dont les conséquences des fortes chaleurs du 30 juin.
TER_3;2015-07;Auvergne;6094;5987;107;361;94.0;15.6;Dérangements d'installations, évenements externes, problèmes matériels
TER_4;2015-07;Basse Normandie;3731;3682;49;191;94.8;18.3;"Un mois de juin à l’objectif marqué cependant par de nombreux dérangements d’installations
ferroviaires et plusieurs heurts d’obstacles. La première partie du mois est plutôt marquée par de nombreux heurts (arbres, branches, vaches…) ainsi que des incidents matériels, et la fin du mois par des défaillances d’installation d’Infrastructure (PN…)."
TER_5;2015-07;Bourgogne;6951;6823;128;610;91.1;10.2;La production a été en dents de scie, marquée par des incidents lourds (plusieurs feux de talus, vol de câble), par de nombreux dérangements (canicule) et une tension forte sur le parc locomotives BB7200R touchant plus particulièrement la Bourgogne Nord.
TER_8;2015-07;Champagne Ardenne;5863;5815;48;351;94.0;15.6;Production perturbée par des fortes chaleurs (ralentissements / dérangements de signaux et de PN / pannes de matériels, feux aux abords de la voie, …)
TER_10;2015-07;Haute Normandie;6017;5976;41;276;95.4;20.7;
TER_12;2015-07;Limousin;4016;3970;46;447;88.7;7.9;Très forte dégradation de la régularité en juillet notamment à cause de la ligne Limoges-Poitiers: 63,78% suite à la mise en place de 2 LTV pour defaut de géométrie de la voie,
TER_15;2015-07;Nord Pas de Calais;15988;15686;302;1053;93.3;13.9;
TER_11;2015-08;Languedoc Roussillon;5125;4954;171;906;81.7;4.5;
TER_18;2015-08;Poitou Charentes;3540;3512;28;301;91.4;10.7;
TER_20;2015-08;Rhône Alpes;26631;26341;290;2403;90.9;10.0;Un bon mois malgré le phénomène d'événements externes  importants.
TER_20;2015-09;Rhône Alpes;28859;28318;541;3494;87.7;7.1;Mois difficile avec des événements externes , infrastructure et matériel qui sont venus impacter la Production
TER_10;2015-10;Haute Normandie;5947;5735;212;407;92.9;13.1;
TER_12;2015-10;Limousin;4068;3966;102;385;90.3;9.3;"De manière générale, les principaux retards en octobre sont liés :
• Aux défaillances de l’infrastructure pour 2,64 points suite en particulier à des dérangements de PN souvent ciblés sur la ligne 2 mais aussi de block et d’aiguille à St Sulpice. A noter aussi la mise en application de procédures pour des deshuntages techniques sur certaines parties de voie sur la ligne 11.
• Aux causes externes pour 2,84 points  avec une recrudescence des adhérences dégradées. De nombreuses  divagations de bestiaux ont eu aussi des conséquences sur la régularité. A noter aussi un accident de personne Ligne 11 et une collision avec véhicule routier sur ligne 4.
• Aux défaillances du matériel roulant (quasi 1,6 points), en stagnation par rapport au mois précédent avec des avaries de portes, d’isolement de moteurs… et des difficultés de gestion des rames au dépôt entrainant des sorties tardives.
•  Aux correspondances et prises en charge clientèle (0,9 point), 
• A des causes liées aux conducteurs et ASCT pour quasi 0,5 point.

Suppressions :
•  suppressions pour défauts ou défaillances de matériel.
•  suppressions pour absences et/ou défaut de conducteurs. 
•  suppressions suite à des dérangements d’installations et application de procédures déshuntage technique (catégorie C).
• suppressions pour l’externe suite accident de personne.
• suppression en production"
TER_5;2015-11;Bourgogne;7224;7154;70;855;88.0;7.4;L'un des plus mauvais mois de l’année, marqué comme octobre par de nombreux incidents (voir faits marquants) et une forte actualité travaux sur la Bourgogne nord (de Paris à Dijon). Au global, 63% de causes non maîtrisables par l’exploitant TER.
TER_16;2015-11;Pays de la Loire;11013;10833;180;1235;88.6;7.8;
TER_17;2015-11;Picardie;10878;10691;187;1381;87.1;6.7;Un mois en-dessous de l'objectif avec un lourd impact des intempéries (adhérence dégradée et arbres dans la voie) et des gènes de circulation avec les trains des autres EF, mais également des avaries du matériel.
TER_1;2015-12;Alsace;18739;18497;242;740;96.0;24.0;
TER_3;2015-12;Auvergne;5739;5680;59;317;94.4;16.9;Problèmes matériels, Événements externes, Dérangements d'installations
TER_9;2015-12;Franche Comté;5428;5274;154;365;93.1;13.4;
TER_15;2015-12;Nord Pas de Calais;18800;18414;386;1327;92.8;12.9;
TER_17;2015-12;Picardie;11485;11214;271;691;93.8;15.2;Un mois à l'objectif, le meilleur de l'année, avec néanmoins de nombreuses suppressions suite au manque de personnel.
TER_19;2015-12;Provence Alpes Côte d'Azur;14702;14029;673;1961;86.0;6.2;La baisse des incidents externes et des dérangements  liés à l’infrastructure s’accompagne d’une amélioration de la ponctualité et de la régularité en cette fin d’année.
TER_8;2016-01;Champagne Ardenne;6186;6132;54;392;93.6;14.6;"""1) défaillances de matériel durant tout le mois ;
2) dérangements d'installations diverses (PN, signaux, rails cassés,…) ;
3) le 18 : fortes perturbations de la circulation vers Chalons suite au heurt par le 839105 d'une voiture égarée sur un passage planchéié ;
4) le 22 : évacuation de la gare de Reims suite à la découverte d'un colis suspect dans le train 839928"""
TER_10;2016-01;Haute Normandie;5821;5773;48;306;94.7;17.9;
TER_11;2016-01;Languedoc Roussillon;4511;4345;166;507;88.3;7.6;
TER_15;2016-01;Nord Pas de Calais;19083;18612;471;1393;92.5;12.4;
TER_17;2016-01;Picardie;11272;11113;159;963;91.3;10.5;Un mois marqué par de nombreux dérangements d'installations de l'Infrastructure.
TER_6;2016-02;Bretagne;7859;7761;98;353;95.5;21.0;
TER_8;2016-02;Champagne Ardenne;5745;5698;47;333;94.2;16.1;La production a été particulièrement dégradée le 08 (intempéries / panne du train 1745 / câble de signalisation arraché au cours de travaux réalisés par une entreprise externe) et le 16 (défaillances de matériel / enfants dans les voies / dérangements de PN / colis suspect à Paris-Est / ...)
TER_14;2016-02;Midi Pyrénées;8205;8058;147;740;90.8;9.9;"1. Intempéries, malveillance (6 661 minutes perdues)
2. Dérangements d'installations (1 894 minutes perdues)
3. Détresse matériel roulant (1 356 minutes perdues)
4. ADC TER (1 176 minutes perdues)"
TER_19;2016-02;Provence Alpes Côte d'Azur;14010;13707;303;1771;87.1;6.7;Consolidation des résultats
TER_4;2016-03;Basse Normandie;3098;3051;47;186;93.9;15.4;"Ce mois de mars est bien en dessous de l'objectif. 
La production est marquée par les mouvements sociaux des 9 et 31 mars. Cependant nous avons aussi du assurer de nombreuses correspondances avec des trains intercité. Enfin nous avons subit de beaucoup de retards pour des causes externes (obstacles sur la voie, intempéries...)."
TER_7;2016-03;Centre;8379;8255;124;611;92.6;12.5;Plutôt un bon mois pour TER Centre avec 15 lignes à plus de 92% de ponctualité et 7 lignes en dessous. Un très bon résultat sur Paris Chartres/Nogent le Rotrou et des retards liés, pour l’essentiel, à des causes externes : accident de personne et la présence de personnes dans les voies en Ile de France. Sur les autres lignes, le fait du mois ce sont les conséquences des travaux importants notamment les limitations de vitesse imposées faisant suite au renouvellement de voie et aiguillages, deux lignes sont particulièrement touchées : Tours-Orléans (renouvellement de la voie entre Les Aubrais et Blois jusqu’à fin avril) et Paris Orléans et Paris Châteaudun (suite travaux entre Juvisy et Brétigny). Autre fait majeur du mois : les deux mouvements sociaux des 9 et 31 mars qui ont entraîné de nombreuses suppressions de trains et la mise en place de cars de substitution.
TER_8;2016-03;Champagne Ardenne;5739;5666;73;261;95.4;20.7;"Bon mois pour la régularité du TER CA qui dépasse son objectif (95,00 %). 
L'Activité a cependant été impactée par des mouvements sociaux, des travaux sur la ligne classique Paris-Strasbourg (tunnel d'Armentières), quelques actes de malveillance, dérangements d'installations diverses et défaillances de matériel."
TER_9;2016-03;Franche Comté;5534;5468;66;369;93.3;13.8;
TER_13;2016-03;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_14;2016-03;Midi Pyrénées;8106;7930;176;784;90.1;9.1;1. Matériel TER (2 980 minutes perdues) 2. Cause Externe (2 853 minutes perdues) 3. Dérangements d'installations (2 050 minutes perdues) 4. ADC TER (1 138 minutes perdues)
TER_18;2016-03;Poitou Charentes;3299;3245;54;451;86.1;6.2;Limitation de vitesse temporaire de Beillant l'incendie de la gare de Pons..
TER_4;2016-01;Basse Normandie;3211;3153;58;185;94.1;16.0;Ce mois est encore marqué par de nombreuses difficultés avec le parc matériel qui ont entrainés beaucoup de retards et de suppressions, et par des difficultés de circulations, mais l'évènement le plus marquant du mois reste l'accident de personne du 25 janvier qui a beaucoup impacté la production.
TER_6;2015-02;Bretagne;7892;7839;53;464;94.1;15.9;
TER_9;2015-02;Franche Comté;5086;4979;107;391;92.1;11.7;
TER_16;2015-02;Pays de la Loire;10316;10191;125;846;91.7;11.0;
TER_17;2015-02;Picardie;10286;10125;161;1058;89.6;8.6;Un mois encore difficile, avec notamment la mise en place d'une LTV entre Corcy et Villers-Cotterêts suite à l'instabilité d'un talus
TER_19;2015-02;Provence Alpes Côte d'Azur;14362;13783;579;2411;82.5;4.7;
TER_2;2015-03;Aquitaine;8388;8114;274;679;91.6;10.9;
TER_4;2015-03;Basse Normandie;3265;3244;21;134;95.9;23.2;
TER_8;2015-03;Champagne Ardenne;5948;5891;57;254;95.7;22.2;
TER_2;2015-04;Aquitaine;8405;8178;227;1038;87.3;6.9;Des travaux en gare de Bordeaux et dans sa péripherie mettent en difficulté la circulation des trains.
TER_3;2015-04;Auvergne;5670;5622;48;182;96.8;29.9;Problèmes matériels, événements externes, travaux,
TER_7;2015-04;Centre;8718;8632;86;555;93.6;14.6;Résultat à l'objectif, les évenements marquants pour les lignes Euréliennes sont des événements hors transporteur du type : des feux de talus, alimentation éléctrique. Concernant les lignes Centre, 2 dérangements d'installations ont principalement marqué le mois.
TER_12;2015-04;Limousin;3920;3891;29;190;95.1;19.5;"De manière générale, les principaux retards en mars sont liés :
• Aux défaillances de l’infrastructure pour 1.64 point (en baisse par rapport au mois précédent de ½ point) suite en particulier à des dérangements du système d’exploitation de la ligne 8, de la non libération de l’intervalle Limoges Nexon, et d’une extinction du TCO au PRCI de la ligne Limoges Poitiers.
• Aux causes externes pour 0.9 point (en baisse par rapport au mois précédent) avec comme faits marquants une alerte à la bombe en gare de Limoges et des divagations de bestiaux sur la ligne 2.
• A des causes imputables à la circulation ferroviaire pour 0.3 points avec en particulier des prises de services tardives et des derrouillages de partie de voie.
• Aux défaillances du matériel roulant (1 point en  baisse par rapport au mois précédent : -0.5 point).
•  Aux correspondances et prises en charge clientèle (0,26 point).
• A des causes liées aux conducteurs pour 0.3 point.

Suppressions :
On enregistre des : 

•  suppressions pour défauts ou défaillances de matériel.
•  suppressions pour absences et/ou défaut de conducteurs. 
•  suppressions  pour signalement par erreur par un tiers d’un dérangement de PN, et une suppression suite heurt avec un chevreuil.
•  suppressions en lien avec des défaillances de l’infrastructure dont 8 imputable aux dérangements de la CCVI ligne 8.
•  suppressions suite travaux sur la ligne 11."
TER_13;2015-04;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_18;2015-04;Poitou Charentes;3406;3372;34;311;90.8;9.8;Un début de mois toujours fortement impacté par des limitations temporaires de vitesse pour des problemes de voie. Un retour à la normale en fin de mois.
TER_20;2015-04;Rhône Alpes;27854;27534;320;2724;90.1;9.1;le mois d'avril confirme le retour à une production plus stable et les événements marquants proviennent principalement des  éléments externes et infrastructure
TER_7;2015-05;Centre;8341;8278;63;505;93.9;15.4;Résultat à l'objectif : 1/Une excellente ponctualité sur les deux lignes Eulériennes : PCLM et Chartres Courtalain. 2/Concernant les lignes Centre : un mois en 2 temps avec une première quinzaine sans incident majeur, puis quelques journées noires. Elles sont marquées par des avaries matériel, des dérangements d'installation, et principalement par feux de talus entre Vierzon et Châteauroux en soirée du 29/05.
TER_18;2015-05;Poitou Charentes;3288;3271;17;194;94.1;15.9;Une production qui retrouve un bon niveau.
TER_20;2015-05;Rhône Alpes;26627;26319;308;2684;89.8;8.8;Un fléchissement en mai  avec en événements majeurs liès à l'externe et l'infrastructure
TER_4;2015-06;Basse Normandie;3311;3276;35;159;95.1;19.6;"Un mois de juin à l’objectif marqué cependant, les 2 premières semaines, par de nombreux heurts (arbres, branches, vaches…) ainsi que des incidents matériels, et en fin de mois par des défaillances d’installation d’Infrastructure (PN…).
Les suppressions sont dues en grande partie à des absences de conducteurs mais aussi aux obstacles sur la voie"
